Prompt,Response,Label
தொல்காப்பியம் - மெய்யெழுத்துக்குப் புள்ளி,"புணராத நிலையில் சொல்லின் இறுதியில் நிற்கும் மெய்யெழுத்து புள்ளி பெற்றிருக்க வேண்டும்.

நூற்பா மூலம்

அவற்றுள்,
மெய் ஈறு எல்லாம் புள்ளியொடு நிலையல். 2",
தொல்காப்பியம் - குற்றியலுகரத்துக்குப் புள்ளி,"சொல்லிலுள்ள குற்றியலுகர எழுத்தும் புள்ளி பெற்றிருக்கும்.

நூற்பா மூலம்

குற்றியலுகரமும் அற்று என மொழிப. 3",
தொல்காப்பியம் உயிர்மெய்,"உயிர்மெய் எழுத்தில் முடியும் சொல்லை உயிரெழுத்தில் முடிவதாக வைத்துக்கொள்ள வேண்டும்.

நூற்பா மூலம்

உயிர்மெய் ஈறும் உயிர் ஈற்று இயற்றே. 4",
தொல்காப்பியம் - புணர்ச்சி 4 வகை,"உயிரில் முடியும் சொல்லோடு உயிரெழுத்தை முதலாக உடைய சொல் வந்து புணர்தல்,
உயிரில் முடியும் சொல்லோடு  மெய்யெழுத்தை முதலாக உடைய சொல் வந்து புணர்தல்,
மெய்யில் முடியும் சொல்லோடு உயிரெழுத்தை முதலாக உடைய சொல் வந்து புணர்தல்,
மெய்யில் முடியும் சொல்லோடு மெய்யெழுத்தை முதலாக உடைய சொல் வந்து புணர்தல்
என அமையும் புணர்ச்சியில்
நிறுத்திய சொல் (நிலைமொழி)
பொருள் ஏற்றும் குறிப்போடு வரும் சொல் (வருமொழி)
என்று புணர்ச்சிச் சொல்லை வைத்துக்கொள்ள வேண்டும். (5)

நிலைமொழியின் கடைசி எழுத்தும் வருமொழியின் முதல் எழுத்தும் சேர்வதுதான் புணர்ச்சி.
அவை
பெயரொடு பெயர்ரைச் சேர்த்தல்
பெயரொடு வினையைச் சேர்த்தல்
வினையொடு பெயரைச் சேர்த்தல்
வினையொடு வினையைச் சேர்த்தல்
என்று 4 வகைப்படும்.
இந்த 4-ல் 3 இடங்களில் திரிபு நிகழும்.
ஒன்றில் மட்டும் இயல்பாகச் சொற்கள் நிலைகொள்ளும். (6)

நூற்பா மூலம்

உயிர் இறு சொல் முன் உயிர் வரு வழியும்
உயிர் இறு சொல் முன் மெய் வரு வழியும்
மெய் இறு சொல் முன் உயிர் வரு வழியும்
மெய் இறு சொல் முன் மெய் வரு வழியும் என்று
இவ் என அறியக் கிளக்கும் காலை
நிறுத்த சொல்லே குறித்து வரு கிளவி என்று
ஆயீர் இயல புணர் நிலைச் சுட்டே. 5

அவற்றுள்,
நிறுத்த சொல்லின் ஈறு ஆகு எழுத்தொடு
குறித்து வரு கிளவி முதல் எழுத்து இயைய
பெயரொடு பெயரைப் புணர்க்குங் காலும்
பெயரொடு தொழிலைப் புணர்க்குங் காலும்
தொழிலொடு பெயரைப் புணர்க்குங் காலும்
தொழிலொடு தொழிலைப் புணர்க்குங் காலும்
மூன்றே திரிபு இடன் ஒன்றே இயல்பு என
ஆங்கு அந் நான்கே மொழி புணர் இயல்பே. 6",
தொல்காப்பியம் திரிபு,"மெய் வேறு ஆதல் பொன் குடம் - பொற்குடம்
மெய் கூடுதல் யானை கோடு - யானைக்கோடு
மெய் குறைதல் மரம் வேர் - மரவேர்
ஆகியவை திரிபு நிலைகள் (7)

நிலைமொழியோ, செந்தாமரைக் கண் வருமொழியோ கண் கருவிளை அடைமொழி பெற்றிருந்தாலும் புணரும். (8)

மருவி வரும் சொற்களும் புணரும். (9) முன்றில் பரப்பு


நூற்பா மூலம்

அவைதாம்,
மெய் பிறிது ஆதல் மிகுதல் குன்றல் என்று
இவ் என மொழிப திரியும் ஆறே. 7

நிறுத்த சொல்லும் குறித்து வரு கிளவியும்
அடையொடு தோன்றினும் புணர் நிலைக்கு உரிய. 8

மருவின் தொகுதி மயங்கியல் மொழியும்
உரியவை உளவே புணர் நிலைச் சுட்டே. 9",
தொல்காப்பியம் - வேற்றுமையில்,"வேற்றுமைப் பொருளை உள்ளடக்கிய வேற்றுமைப் புணர்ச்சி சோறு தின்றான் வேற்றுமைப்பொருள் இல்லாத அல்வழிப் புணர்ச்சி பொரி கடலை
எனப் புணர்ச்சி 2 வகை.

எழுத்து பெற்றோ பலாப்பழம்
சாரியை பெற்றோ ஆவின் பால்
வரும் 

நூற்பா மூலம்

வேற்றுமை குறித்த புணர்மொழி நிலையும்
வேற்றுமை அல்வழிப் புணர்மொழி நிலையும்
எழுத்தே சாரியை ஆயிரு பண்பின்
ஒழுக்கல் வலிய புணரும் காலை. 10  ",
தொல்காப்பியம் வேற்றுமை உருபு ,"முதல் வேற்றுமைக்கும் எட்டாம் வேற்றுமைக்கும் தனிப்பட்ட உருபு இல்லை.
ஏனைய 6 வேற்றுமைக்கும் உருபு உண்டு.
அவை

ஐ - கண்ணனை அழை
ஒடு - கண்ணனொடு நப்பின்னை வந்தாள்
கு - கண்ணனுக்குக் கொடு
இன் - கண்ணனின் நல்லன்
அது - கண்ணனது பெருமை
கண் - கண்ணன்கண் உள்ளது ஓரவஞ்சம்

நூற்பா மூலம்

ஐ ஒடு கு இன் அது கண் என்னும்
அவ் ஆறு என்ப வேற்றுமை உருபே. 11",
தொல்காப்பியம் கு கண் அது உருபு,"கு - உருபு
ஊர்க்கு
நீர்க்கு
என ஒற்று மிக்கது.

ஊர்க்கண்
நீர்க்கண்
என ஒற்று மிக்கது.

உயர்திணையில்
அவன்கண்
சாத்தன்கண்
என ஒற்று மிகவில்லை. (12)

தம் அது - தமது - அ கெட்டது (13)

பெயரின் வழியே வேற்றுமை உருபு வரும் (14) 

நூற்பா மூலம்

வல்லெழுத்து முதலிய வேற்றுமை உருபிற்கு
ஒல்வழி ஒற்று இடை மிகுதல் வேண்டும். 12

ஆறன் உருபின் அகரக் கிளவி
ஈறு ஆகு அகர முனைக் கெடுதல் வேண்டும். 13

வேற்றுமை வழிய பெயர் புணர் நிலையே. 14",
தொல்காப்பியம் திணைப் பாகுபாட்டுப் புணர்ச்சி,"புணர்ச்சி நிகழும்போது நிலைமொழி உயர்திணையா, அஃறிணையா என அறிந்து திரிபு நிலைகளை மேற்கொள்ள வேண்டும்.

இகழ்வார்ப் பொறுத்தல் தலை - உயர்திணை இரண்டாம் வேற்றுமைத் தொகையில் ஒற்று மிகும்.
தமிழ் படி - அஃறிணை இரண்டாம் வேற்றுமைத் தொகையில் ஒற்று மிகாது. 

நூற்பா மூலம்

உயர்திணைப் பெயரே அஃறிணைப் பெயர் என்று
ஆயிரண்டு என்ப பெயர் நிலைச் சுட்டே. 15",
தொல்காப்பியம் சாரியைப் புணர்ச்சி,"வேற்றுமை உருபு புணரும்போது இடையில் சாரியை வரும்.
அவை ஐ - அவை வற்று ஐ - அவற்றை (16)

நிலைமொழி சாரியை பெற்றுப் புணரும்.
இன்
வற்று
அத்து
அம்
ஒன்
ஆன்
அக்கு
இக்கு
அன்
என்னும் சாரியைகளை நிலைமொழி பெற்றுப் புணரும். (17)
நூற்பா மூலம்

அவற்று வழி மருங்கின் சாரியை வருமே. 16

அவைதாம்,
இன்னே வற்றே அத்தே அம்மே
ஒன்னே ஆனே அக்கே இக்கே
அன் என் கிளவி உளப்பட பிறவும்
அன்ன என்ப சாரியை மொழியே. 17",
தொல்காப்பியம் ஆ,"ஆ (இ)ன் ஐ - ஆனை - இ கெட்டது.

நூற்பா மூலம்

அவற்றுள்,
இன்னின் இகரம் ஆவின் இறுதி
முன்னர்க் கெடுதல் உரித்தும் ஆகும். 18",
தொல்காப்பியம் இன் சாரியை,"பத்து என்பது ஓர் அளவுப் பெயர்.
அகல் என்பது ஒரு முகத்தல் அளவைப் பெயர்.
பத்தின் முன் வரும் இன் சாரியையில் உள்ள ன் ஒற்று ற் ஒற்றாக மாறும்.
பத்து அகல் - பத்து இன் அகல் - பதிற்றகல்
பத்து பத்து - பத்து இன் பத்து - பதிற்றுப்பத்து  

நூற்பா மூலம்

அளபு ஆகு மொழி முதல் நிலைஇய உயிர்மிசை
னஃகான் றஃகான் ஆகிய நிலைத்தே. 19",
தொல்காப்பியம் வற்று,"அவை வற்று ஐ - அவை அற்று ஐ - அவையற்றை - எனப் புணரும்

நூற்பா மூலம்

வஃகான் மெய் கெட சுட்டு முதல் ஐம் முன்
அஃகான் நிற்றல் ஆகிய பண்பே. 20",
"தொல்காப்பியம் இன், ஒன்","நான்காம் வேற்றுமை உருபு கு வரும்போது
விள இன் கு - விளவிற்கு
விளா - இக்கால வழக்கு
விள - தொல்காப்பியர் கால வழக்கு 
கோ ஒன் கு - கோற்கு
என்று ன் ஒற்று ற் ஒற்றாகத் திரியும். (21)

பரணி ஆன் கொண்டான் - பரணியாற் கொண்டான் (22)
பரணி நாளில் வாங்கினான்
ஆல், ஆன், ஒடு, ஓடு, உடன் என்னும் மூன்றாம் வேற்றுமையில் வரும் ஆன் என்பது வேற்றுமை உருபு 

நூற்பா மூலம்

னஃகான் றஃகான் நான்கன் உருபிற்கு. 21

ஆனின் னகரமும் அதன் ஓரற்றே
நாள் முன் வரூஉம் வல் முதல் தொழிற்கே. 22",
"தொல்காப்பியம் அத்து, இக்கு","மகம் அத்து கை > மகத்துக்கை 
மாசி மகம் நாளில் கடைப்பிடிக்க வேண்டிய ஒழுக்கலாறு (23)  

ஆடி இக்கு கொண்டான் > ஆடிக்குக் கொண்டான் 
ஆடி மாதத்தில் வாங்கினான் (24)

சித்திரை இக்கு கொண்டான் > சித்திரைக்குக் கொண்டான்
சித்திரை மாதத்தில் வாங்கினான் (25)

நூற்பா மூலம்

அத்தின் அகரம் அகர முனை இல்லை. 23

இக்கின் இகரம் இகர முனை அற்றே. 24

ஐயின் முன்னரும் அவ் இயல் நிலையும். 25",
"தொல்காப்பியம் அக்கு, அம்","வல்லின முதன்மொழி வரும்போது அக்கு என்னும் சாரியை அக்கு என நின்று புணரும்.
குன்று அக்கு கூகை > குன்று அ கூகை > குன்றக் கூகை
மன்று அக்கு பெண்ணை > மன்று அ பெண்ணை > மன்றப் பெண்ணை
மன்றத்தில் இருக்கும் பனைமரம் 
ஈம் அக்கு குடம் > ஈம் அ குடம் > ஈமக்குடம்
சுடுகாட்டில் பிணத்துக்கு நீர் தெத்தபின்னர் உடைக்கும் மண்குடம்
அரசு அக்கு கன்னி > அரசு அ கன்னி > அரசக்கன்னி
இளவரசி
தமிழ் அக்கு கூத்து > தமிர் அ கூத்து > தமிழக்கூத்து
இவ்வாறே
தமிழநூல், தமிழயாப்பு, தமிழவரையர் - என மெல்லின, இடையின முன்மொழி வரும்போதும் அக்கு என்னும் சாரியை அக்கு என நின்று புணரும். (26)

புளி அம் கோடு > புளியங்கோடு
புளி அம் செதிள் > புளியஞ்செதிள்
புளி அம் தோல் > புளியந்தோல் (27)


புளிய ஞெரி
புளிய நுனி
புளிய முரி
புளிய யாழ்
புளிய வட்டு (28)

நூற்பா மூலம்

எப் பெயர் முன்னரும் வல்லெழுத்து வரு வழி
அக்கின் இறுதி மெய்ம் மிசையொடும் கெடுமே
குற்றியலுகரம் முற்றத் தோன்றாது. 26

அம்மின் இறுதி க ச தக் காலை
தன் மெய் திரிந்து ங ஞ ந ஆகும். 27

மென்மையும் இடைமையும் வரூஉம் காலை
இன்மை வேண்டும் என்மனார் புலவர். 28",
தொல்காப்பியம் இன்,"இன் என்பது ஆறாம் வேற்றுமை உருபு
பால் இன் > பாலின் சுவை
குன்று இன் ஐ > குன்றினை என்று வரும்போது இன் சாரியை
இன் சாரியையோடு இன் வேற்றுமை உருபு வரும்போது இன் சாரியை மறைந்துவிடும்.

விள இன் இன் > விளவின் கிளை
பலா இன் இன் > பலாவின் கிளை

நூற்பா மூலம்

இன் என வரூஉம் வேற்றுமை உருபிற்கு
இன் என் சாரியை இன்மை வேண்டும். 29",
தொல்காப்பியம் சாரியையின் செயல்,"சாரியை என்ன செய்யும்?

வேற்றுமை உருபு புணரும்போது சொல் சிதைந்தால் சாரியை வரும்.
வரும்போது அதன் பொருள் எதுவும் விளங்காது.
பெயருக்கும் வேற்றுமை உருபுக்கும் இடையே நிற்கும்.
வேற்றுமை உருபானது பெயரும் வினையும் பிரிந்திருக்குமாறு பேசும்போது வரும்.
ஒட்டுதற்கு உரிய வழக்கோடு வரும்.

இப்படிப்பட்ட சாரியை இடையில் தோன்றும்.
தோன்றாமலும் இருக்கும்.

மூன்றாம் வேற்றுமை உருபாகிய ஒடு வரும்போது இது நிகழும்.

சேரனொடு, சோழனொடு பாண்டியன் வந்தான். (ஒட்டுதற்கு உரிய வழக்கு)
சேரன், சோழன், பாண்டியன் வந்தனர். (தோற்றம் வேண்டாத் தொகுதி)

நூற்பா மூலம்

பெயரும் தொழிலும் பிரிந்து ஒருங்கு இசைப்ப
வேற்றுமை உருபு நிலைபெறு வழியும்
தோற்றம் வேண்டாத் தொகுதிக்கண்ணும்
ஒட்டுதற்கு ஒழுகிய வழக்கொடு சிவணி
சொற் சிதர் மருங்கின் வழி வந்து விளங்காது
இடை நின்று இயலும் சாரியை இயற்கை
உடைமையும் இன்மையும் ஒடுவயின் ஒக்கும். 30",
தொல்காப்பியம் அத்து வற்று,"கலம் அத்து குறை > கலத்துக் குறை ஒரு கலம் நெல்லுக்குக் குறைவு
அவை வற்று கோடு > அவற்றுக் கோடு.

சாரியையில் முதலெழுத்து குறைந்தது.

நூற்பா மூலம்

அத்தே வற்றே ஆயிரு மொழிமேல்
ஒற்று மெய் கெடுதல் தெற்றென்றற்றே
அவற்று முன் வரூஉம் வல்லெழுத்து மிகுமே. 31",
தொல்காப்பியம் எழுத்துச் சாரியை,"எழுத்துக்களுக்குச் சொல் உருவம் கொடுக்கும்போது சில வகையான சாரியைகள் சேர்க்கப்படும்.
காரம்
கரம்
கான்
என்பன அந்தச் சாரியைகள். (32)

நெடில் எழுத்துக்களுக்குக் கரம், கான் சாரியைகளைச் சேர்ப்பதில்லை. (33)

குறில் எழுத்துக்கு மூன்று சாரியைகளும் சேரும்.
அகாரம்
அகரம்
அஃகான்
என வரும். (34)

ஐ ஔ நெடில் எழுத்துக்களுக்கு ‘கான்’ என்னும் சாரியை வரும்.
ஐகான்
ஔகான்
என வரும் (35)

நூற்பா மூலம்

காரமும் கரமும் கானொடு சிவணி
நேரத் தோன்றும் எழுத்தின் சாரியை. 32

அவற்றுள்,
கரமும் கானும் நெட்டெழுத்து இலவே. 33

வரன்முறை மூன்றும் குற்றெழுத்து உடைய. 34

ஐகார ஔகாரம் கானொடும் தோன்றும். 35",
தொல்காப்பியம் உடம்படுமெய்,"நிலைமொழி மெய்யெழுத்தில் முடிந்து, உயிரெழுத்தை முதலாக உடைய வருமொழி வந்து அதனோடு சேருமானால், மெய்யெழுத்தோடு உயிரெழுத்து இணைந்துவிடும். (36)
ஆல் அடை > ஆலடை ஆலம் இலை
சிவணும் = இணையும்
சிவன் = அம்மையப்பன்

உயிரை விட்டு விலகிவிட்டால் மெய் புள்ளி கொண்ட தன் உருவத்தைப் பெற்றுவிடும். (37)
பாலடை < பால் அடை பாலில் கட்டியிருக்கும் அடைப்பாடை

உயிரும் சேரமுடியாது.
இடையே இரண்டுக்கும் உடனபாடுள்ள ஒரு உடம்படுமெய் ஆசாகத் தோன்றும். (38)
புளி ய் அம் கோடு > புளியங்கோடு புளியங்கிளை
எரு வ் அம் குழி > எருவங்குழி எருக்குழி 
விள வ் அத்து கொட்கும் > விளவத்துக் கொட்கும் விளா மரத்தடியில் சுழன்றுகொண்டிருக்கும்

நூற்பா மூலம்

புள்ளி ஈற்று முன் உயிர் தனித்து இயலாது
மெய்யொடும் சிவணும் அவ் இயல் கெடுத்தே. 36

மெய் உயிர் நீங்கின் தன் உரு ஆகும். 37

எல்லா மொழிக்கும் உயிர் வரு வழியே
உடம்படுமெய்யின் உருபு கொளல் வரையார். 38",
தொல்காப்பியம் பொருள் தெரி புணர்ச்சி,"புணர்ச்சியில் எழுத்து ஒன்றாய் இருந்து வெவ்வேறு பொருளைத் தெரிவிக்கும் தொடர்மொழி உண்டு.

செம்மை பொன் பத்து இன் தொடி > செம்பொன் பத்தின் தொடி > செம்பொன்பதின்றொடி
செம்பு ஒன்பது இன் தொடி > செம்பு ஒன்பதின் தொடி > செம்பொன்பதின்றொடி

குன்று ஏறா மா > குன்றேறாமா
குன்று ஏறு ஆமா > குன்றேறாமா

நூற்பா மூலம்


எழுத்து ஓரன்ன பொருள் தெரி புணர்ச்சி
இசையின் திரிதல் நிலைஇய பண்பே. 39

அவைதாம்,
முன்னப் பொருள புணர்ச்சிவாயின்

இன்ன என்னும் எழுத்துக் கடன் இலவே. 40",
புணரும் எழுத்து வகை,"முதலெழுத்து 30, சார்பெழுத்து 3, ஆக 33 எழுத்தொலிகள் புணரும்.
சொல்லில் முதலெழுத்தாக  வரும் 22 எழுத்துக்கள் வந்து புணரும்.
சொல்லின் இறுதி எழுத்தாக நிற்கும் 24 எழுத்துக்களோடு புணரும்.
சொல்லின் முதலிலும், இறுதியிலும் உள்ள இந்த எழுத்துக்களை மெய்யெழுத்து, உயிரெழுத்து என்று வகைப்படுத்திக்கொண்டு புணரும் பாங்கைக் கண்டறிய வேண்டும். 

நூற்பா மூலம்

மூன்று தலை இட்ட முப்பதிற்று எழுத்தின்
இரண்டு தலை இட்ட முதல் ஆகு இருபஃது
அறு நான்கு ஈறொடு நெறி நின்று இயலும்
எல்லா மொழிக்கும் இறுதியும் முதலும்
மெய்யே உயிர் என்று ஆயீர் இயல. 1",
மெய்யெழுத்துக்குப் புள்ளி,"புணராத நிலையில் சொல்லின் இறுதியில் நிற்கும் மெய்யெழுத்து புள்ளி பெற்றிருக்க வேண்டும்.

நூற்பா மூலம்

அவற்றுள்,
மெய் ஈறு எல்லாம் புள்ளியொடு நிலையல். 2",
குற்றியலுகரம் புள்ளி பெறல்,"சொல்லிலுள்ள குற்றியலுகர எழுத்தும் புள்ளி பெற்றிருக்கும்.

நூற்பா மூலம்

குற்றியலுகரமும் அற்று என மொழிப. 3",
உயிர்மெய் ஈறு,"உயிர்மெய் எழுத்தில் முடியும் சொல்லை உயிரெழுத்தில் முடிவதாக வைத்துக்கொள்ள வேண்டும்.

நூற்பா மூலம்

உயிர்மெய் ஈறும் உயிர் ஈற்று இயற்றே. 4",
புணர்ச்சி 4 வகை,"உயிரில் முடியும் சொல்லோடு உயிரெழுத்தை முதலாக உடைய சொல் வந்து புணர்தல்,
உயிரில் முடியும் சொல்லோடு  மெய்யெழுத்தை முதலாக உடைய சொல் வந்து புணர்தல்,
மெய்யில் முடியும் சொல்லோடு உயிரெழுத்தை முதலாக உடைய சொல் வந்து புணர்தல்,
மெய்யில் முடியும் சொல்லோடு மெய்யெழுத்தை முதலாக உடைய சொல் வந்து புணர்தல்
என அமையும் புணர்ச்சியில்
நிறுத்திய சொல் (நிலைமொழி)
பொருள் ஏற்றும் குறிப்போடு வரும் சொல் (வருமொழி)
என்று புணர்ச்சிச் சொல்லை வைத்துக்கொள்ள வேண்டும். (5)

நிலைமொழியின் கடைசி எழுத்தும் வருமொழியின் முதல் எழுத்தும் சேர்வதுதான் புணர்ச்சி.
அவை
பெயரொடு பெயர்ரைச் சேர்த்தல்
பெயரொடு வினையைச் சேர்த்தல்
வினையொடு பெயரைச் சேர்த்தல்
வினையொடு வினையைச் சேர்த்தல்
என்று 4 வகைப்படும்.
இந்த 4-ல் 3 இடங்களில் திரிபு நிகழும்.
ஒன்றில் மட்டும் இயல்பாகச் சொற்கள் நிலைகொள்ளும். (6)

நூற்பா மூலம்

உயிர் இறு சொல் முன் உயிர் வரு வழியும்
உயிர் இறு சொல் முன் மெய் வரு வழியும்
மெய் இறு சொல் முன் உயிர் வரு வழியும்
மெய் இறு சொல் முன் மெய் வரு வழியும் என்று
இவ் என அறியக் கிளக்கும் காலை
நிறுத்த சொல்லே குறித்து வரு கிளவி என்று
ஆயீர் இயல புணர் நிலைச் சுட்டே. 5

அவற்றுள்,
நிறுத்த சொல்லின் ஈறு ஆகு எழுத்தொடு
குறித்து வரு கிளவி முதல் எழுத்து இயைய
பெயரொடு பெயரைப் புணர்க்குங் காலும்
பெயரொடு தொழிலைப் புணர்க்குங் காலும்
தொழிலொடு பெயரைப் புணர்க்குங் காலும்
தொழிலொடு தொழிலைப் புணர்க்குங் காலும்
மூன்றே திரிபு இடன் ஒன்றே இயல்பு என
ஆங்கு அந் நான்கே மொழி புணர் இயல்பே. 6",
திரிபு,"மெய் வேறு ஆதல் பொன் குடம் - பொற்குடம்
மெய் கூடுதல் யானை கோடு - யானைக்கோடு
மெய் குறைதல் மரம் வேர் - மரவேர்
ஆகியவை திரிபு நிலைகள் (7)

நிலைமொழியோ, செந்தாமரைக் கண் வருமொழியோ கண் கருவிளை அடைமொழி பெற்றிருந்தாலும் புணரும். (8)

மருவி வரும் சொற்களும் புணரும். (9) முன்றில் பரப்பு


நூற்பா மூலம்

அவைதாம்,
மெய் பிறிது ஆதல் மிகுதல் குன்றல் என்று
இவ் என மொழிப திரியும் ஆறே. 7

நிறுத்த சொல்லும் குறித்து வரு கிளவியும்
அடையொடு தோன்றினும் புணர் நிலைக்கு உரிய. 8

மருவின் தொகுதி மயங்கியல் மொழியும்
உரியவை உளவே புணர் நிலைச் சுட்டே. 9",
வேற்றுமையில்,"வேற்றுமைப் பொருளை உள்ளடக்கிய வேற்றுமைப் புணர்ச்சி சோறு தின்றான் வேற்றுமைப்பொருள் இல்லாத அல்வழிப் புணர்ச்சி பொரி கடலை
எனப் புணர்ச்சி 2 வகை.

எழுத்து பெற்றோ பலாப்பழம்
சாரியை பெற்றோ ஆவின் பால்
வரும் 

நூற்பா மூலம்

வேற்றுமை குறித்த புணர்மொழி நிலையும்
வேற்றுமை அல்வழிப் புணர்மொழி நிலையும்
எழுத்தே சாரியை ஆயிரு பண்பின்
ஒழுக்கல் வலிய புணரும் காலை. 10  ",
வேற்றுமை உருபு,"முதல் வேற்றுமைக்கும் எட்டாம் வேற்றுமைக்கும் தனிப்பட்ட உருபு இல்லை.
ஏனைய 6 வேற்றுமைக்கும் உருபு உண்டு.
அவை

ஐ - கண்ணனை அழை
ஒடு - கண்ணனொடு நப்பின்னை வந்தாள்
கு - கண்ணனுக்குக் கொடு
இன் - கண்ணனின் நல்லன்
அது - கண்ணனது பெருமை
கண் - கண்ணன்கண் உள்ளது ஓரவஞ்சம்

நூற்பா மூலம்

ஐ ஒடு கு இன் அது கண் என்னும்
அவ் ஆறு என்ப வேற்றுமை உருபே. 11",
"கண், அது உருபு","கு - உருபு
ஊர்க்கு
நீர்க்கு
என ஒற்று மிக்கது.

ஊர்க்கண்
நீர்க்கண்
என ஒற்று மிக்கது.

உயர்திணையில்
அவன்கண்
சாத்தன்கண்
என ஒற்று மிகவில்லை. (12)

தம் அது - தமது - அ கெட்டது (13)

பெயரின் வழியே வேற்றுமை உருபு வரும் (14) 

நூற்பா மூலம்

வல்லெழுத்து முதலிய வேற்றுமை உருபிற்கு
ஒல்வழி ஒற்று இடை மிகுதல் வேண்டும். 12

ஆறன் உருபின் அகரக் கிளவி
ஈறு ஆகு அகர முனைக் கெடுதல் வேண்டும். 13

வேற்றுமை வழிய பெயர் புணர் நிலையே. 14",
திணைப் பாகுபாட்டுப் புணர்ச்சி,"புணர்ச்சி நிகழும்போது நிலைமொழி உயர்திணையா, அஃறிணையா என அறிந்து திரிபு நிலைகளை மேற்கொள்ள வேண்டும்.

இகழ்வார்ப் பொறுத்தல் தலை - உயர்திணை இரண்டாம் வேற்றுமைத் தொகையில் ஒற்று மிகும்.
தமிழ் படி - அஃறிணை இரண்டாம் வேற்றுமைத் தொகையில் ஒற்று மிகாது. 

நூற்பா மூலம்

உயர்திணைப் பெயரே அஃறிணைப் பெயர் என்று
ஆயிரண்டு என்ப பெயர் நிலைச் சுட்டே. 15",
சாரியைப் புணர்ச்சி,"வேற்றுமை உருபு புணரும்போது இடையில் சாரியை வரும்.
அவை ஐ - அவை வற்று ஐ - அவற்றை (16)

நிலைமொழி சாரியை பெற்றுப் புணரும்.
இன்
வற்று
அத்து
அம்
ஒன்
ஆன்
அக்கு
இக்கு
அன்
என்னும் சாரியைகளை நிலைமொழி பெற்றுப் புணரும். (17)
நூற்பா மூலம்

அவற்று வழி மருங்கின் சாரியை வருமே. 16

அவைதாம்,
இன்னே வற்றே அத்தே அம்மே
ஒன்னே ஆனே அக்கே இக்கே
அன் என் கிளவி உளப்பட பிறவும்
அன்ன என்ப சாரியை மொழியே. 17",
ஆ + இன்,"ஆ (இ)ன் ஐ - ஆனை - இ கெட்டது.

நூற்பா மூலம்

அவற்றுள்,
இன்னின் இகரம் ஆவின் இறுதி
முன்னர்க் கெடுதல் உரித்தும் ஆகும். 18",
இன் சாரியை,"பத்து என்பது ஓர் அளவுப் பெயர்.
அகல் என்பது ஒரு முகத்தல் அளவைப் பெயர்.
பத்தின் முன் வரும் இன் சாரியையில் உள்ள ன் ஒற்று ற் ஒற்றாக மாறும்.
பத்து அகல் - பத்து இன் அகல் - பதிற்றகல்
பத்து பத்து - பத்து இன் பத்து - பதிற்றுப்பத்து  

நூற்பா மூலம்

அளபு ஆகு மொழி முதல் நிலைஇய உயிர்மிசை
னஃகான் றஃகான் ஆகிய நிலைத்தே. 19",
வற்று - சாரியை,"அவை வற்று ஐ - அவை அற்று ஐ - அவையற்றை - எனப் புணரும்

நூற்பா மூலம்

வஃகான் மெய் கெட சுட்டு முதல் ஐம் முன்
அஃகான் நிற்றல் ஆகிய பண்பே. 20",
"இன், ஒன் சாரியை","நான்காம் வேற்றுமை உருபு கு வரும்போது
விள இன் கு - விளவிற்கு
விளா - இக்கால வழக்கு
விள - தொல்காப்பியர் கால வழக்கு 
கோ ஒன் கு - கோற்கு
என்று ன் ஒற்று ற் ஒற்றாகத் திரியும். (21)

பரணி ஆன் கொண்டான் - பரணியாற் கொண்டான் (22)
பரணி நாளில் வாங்கினான்
ஆல், ஆன், ஒடு, ஓடு, உடன் என்னும் மூன்றாம் வேற்றுமையில் வரும் ஆன் என்பது வேற்றுமை உருபு 

நூற்பா மூலம்

னஃகான் றஃகான் நான்கன் உருபிற்கு. 21

ஆனின் னகரமும் அதன் ஓரற்றே
நாள் முன் வரூஉம் வல் முதல் தொழிற்கே. 22",
"அத்து, இக்கு சாரியை","மகம் அத்து கை > மகத்துக்கை 
மாசி மகம் நாளில் கடைப்பிடிக்க வேண்டிய ஒழுக்கலாறு (23)  

ஆடி இக்கு கொண்டான் > ஆடிக்குக் கொண்டான் 
ஆடி மாதத்தில் வாங்கினான் (24)

சித்திரை இக்கு கொண்டான் > சித்திரைக்குக் கொண்டான்
சித்திரை மாதத்தில் வாங்கினான் (25)

நூற்பா மூலம்

அத்தின் அகரம் அகர முனை இல்லை. 23

இக்கின் இகரம் இகர முனை அற்றே. 24

ஐயின் முன்னரும் அவ் இயல் நிலையும். 25",
